1772942311.4663785,2,30.27,17.82,23.0
1772942312.4713776,2,30.28,17.9,23.0
1772942315.4703329,2,30.28,17.86,23.0
1772942315.4705803,2,30.21,17.95,25.0
1772942316.4713793,2,30.21,17.95,25.0
1772942317.4711354,2,30.21,17.92,26.0
1772942318.4712121,2,30.18,17.97,27.0
1772942320.4952497,2,30.18,17.98,28.0
1772942320.4955142,2,30.18,17.98,29.0
1772942321.4952588,2,30.18,17.98,29.0
1772942322.4952462,2,30.15,17.96,30.0
1772942324.4902067,2,30.1,17.98,31.0
1772942325.4902775,2,30.07,18.0,31.0
1772942327.4640014,2,30.03,18.02,32.0
1772942328.464129,2,30.01,18.1,32.0
1772942329.4751625,2,30.0,18.1,32.0
1772942330.4754603,2,29.97,18.1,32.0
1772942332.4774644,2,29.96,18.15,33.0
1772942333.4844694,2,29.96,18.21,34.0
1772942334.4844503,2,29.94,18.31,35.0
1772942336.4845302,2,29.93,18.42,36.0
1772942336.4847944,2,29.91,18.65,37.0
1772942337.4844346,2,29.93,18.73,37.0
1772942338.4845135,2,29.87,18.7,38.0
1772942340.4652402,2,29.85,18.55,39.0
1772942342.4614203,2,29.84,18.44,41.0
1772942343.4623394,2,29.85,18.4,41.0
1772942344.462467,2,29.84,18.37,41.0
1772942345.482524,2,29.8,18.3,42.0
1772942348.462502,2,29.77,18.32,42.0
1772942348.4627411,2,29.77,18.28,42.0
1772942349.4663424,2,29.76,18.3,42.0
1772942350.4664428,2,29.74,18.23,41.0
1772942351.4665465,2,29.72,18.2,41.0
1772942353.4695377,2,29.69,18.15,41.0
1772942354.497462,2,29.67,18.22,41.0
1772942356.497616,2,29.67,18.25,41.0
1772942356.4978578,2,29.66,18.25,41.0
1772942358.4875937,2,29.63,18.33,41.0
1772942360.461717,2,29.62,18.28,41.0
1772942362.4624443,2,29.57,18.45,41.0
1772942363.480626,2,29.56,18.55,41.0
1772942364.4805894,2,29.55,18.63,41.0
1772942365.480647,2,29.52,18.79,42.0
1772942367.5056155,2,29.53,18.89,44.0
1772942369.505674,2,29.5,18.97,45.0
1772942369.5059142,2,29.5,18.95,46.0
1772942371.4766564,2,29.49,18.93,47.0
1772942373.464695,2,29.46,18.93,47.0
1772942374.4645343,2,29.46,18.88,47.0
1772942376.476692,2,29.43,18.88,47.0
1772942377.4765613,2,29.42,18.77,47.0
1772942379.4807394,2,29.37,18.59,47.0
1772942382.4625597,2,29.35,18.52,46.0
1772942382.4628153,2,29.33,18.52,46.0
1772942383.4665656,2,29.32,18.47,46.0
1772942384.4666939,2,29.3,18.49,46.0
1772942385.4666107,2,29.29,18.55,45.0
1772942386.4667623,2,29.25,18.54,45.0
1772942387.4665377,2,29.26,18.54,45.0
1772942389.4717686,2,29.28,18.49,45.0
1772942389.4720047,2,29.23,18.52,44.0
1772942391.4636548,2,29.22,18.45,44.0
1772942392.472631,2,29.23,18.42,44.0
1772942393.4728189,2,29.2,18.39,43.0
1772942395.4728217,2,29.18,18.52,43.0
1772942395.473042,2,29.16,18.52,43.0
1772942397.4768581,2,29.16,18.56,42.0
1772942398.4768806,2,29.12,18.49,42.0
1772942399.4768703,2,29.11,18.51,42.0
1772942400.4768736,2,29.11,18.46,42.0
1772942402.476859,2,29.07,18.38,42.0
1772942402.4771051,2,29.05,18.32,42.0
1772942403.4769146,2,29.05,18.31,42.0
1772942404.4768825,2,29.05,18.36,42.0
1772942405.4767828,2,29.02,18.44,42.0
1772942406.477791,2,29.02,18.36,41.0
1772942407.477782,2,29.01,18.42,41.0
1772942408.4779782,2,28.99,18.42,41.0
1772942409.4828546,2,28.98,18.44,41.0
1772942410.4828107,2,28.99,18.54,41.0
1772942411.482862,2,28.98,18.57,42.0
1772942412.4828033,2,28.98,18.54,42.0
1772942413.4828372,2,28.97,18.54,43.0
1772942414.482805,2,28.95,18.49,44.0
1772942415.4829001,2,28.95,18.52,44.0
1772942418.47387,2,28.91,18.44,46.0
1772942418.4741223,2,28.92,18.45,47.0
1772942419.4738975,2,28.88,18.47,47.0
1772942421.4639351,2,28.87,18.36,48.0
1772942422.48287,2,28.88,18.35,48.0
1772942423.4832008,2,28.87,18.42,48.0
1772942424.4829483,2,28.84,18.48,48.0
1772942426.4629042,2,28.81,18.74,48.0
1772942428.4629273,2,28.81,19.17,48.0
1772942431.4640346,2,28.77,19.74,48.0
1772942431.4642925,2,28.74,19.84,48.0
1772942433.464074,2,28.75,19.98,49.0
1772942433.4643552,2,28.74,19.96,49.0
1772942434.4690819,2,28.75,19.98,50.0
1772942435.4690375,2,28.72,20.0,51.0
1772942437.463083,2,28.72,20.09,52.0
1772942438.4630978,2,28.72,20.03,52.0
1772942439.463022,2,28.71,20.03,52.0
1772942440.4629703,2,28.7,19.91,52.0
1772942441.4629762,2,28.68,19.8,52.0
1772942443.481,2,28.65,19.57,52.0
1772942443.4812489,2,28.65,19.52,52.0
1772942444.4810214,2,28.65,19.54,51.0
1772942445.4811618,2,28.65,19.47,51.0
1772942446.4810803,2,28.65,19.54,51.0
1772942447.4810016,2,28.63,19.59,50.0
1772942448.498011,2,28.6,19.57,50.0
1772942449.4980462,2,28.57,19.7,50.0
1772942450.4981382,2,28.59,19.61,49.0
